x, y
0.0001903461841070024, 0.0011661807580174927
0.03304484657749803, 0.01749271137026239
0.053107789142407553, 0.035568513119533525
0.07317073170731707, 0.06209912536443148
0.08379228953579858, 0.09067055393586006
0.0979543666404406, 0.11836734693877551
0.14280094413847363, 0.1457725947521866
0.17584579071597167, 0.17346938775510204
0.1982690794649882, 0.19999999999999998
0.21243115656963021, 0.239067055393586
0.23367427222659323, 0.2250728862973761
0.25019669551534224, 0.24402332361516035
0.31864673485444533, 0.2075801749271137
0.32926829268292684, 0.22944606413994167
0.3894571203776554, 0.24839650145772593
0.4213217938630999, 0.24431486880466471
0.47088906372934697, 0.2880466472303207
0.5617623918174666, 0.26676384839650147
0.6195908733280882, 0.2927113702623907
0.6479150275373722, 0.3128279883381924
0.6762391817466562, 0.3040816326530612
0.7057435090479937, 0.31224489795918364
0.7564909520062942, 0.30845481049562684
0.7765538945712038, 0.3224489795918367
0.8284815106215578, 0.32857142857142857
0.8461841070023604, 0.3431486880466472
0.8756884343036979, 0.3247813411078717
0.925255704169945, 0.36151603498542273
0.9429583005507475, 0.31982507288629736
1.005507474429583, 0.3556851311953353
1.0444531864673485, 0.319533527696793
1.092840283241542, 0.3556851311953353
1.1412273800157355, 0.33760932944606414
1.1660110149488592, 0.3965014577259475
1.2261998426435878, 0.37259475218658894
1.2309205350118018, 0.3892128279883382
1.2545239968528719, 0.3737609329446064
1.2663257277734068, 0.38979591836734695
1.3383162863886704, 0.38950437317784253
1.389063729346971, 0.4008746355685131
1.422108575924469, 0.3912536443148688
1.4657749803304485, 0.42303206997084547
1.5, 0.4122448979591837
1.5224232887490166, 0.46997084548104956
1.582612116443745, 0.47317784256559764
1.5932336742722266, 0.4317784256559767
1.6227380015735642, 0.44635568513119533
1.6782061369000787, 0.42303206997084547
1.7136113296616837, 0.4364431486880466
1.7372147915027538, 0.4204081632653061
1.7738001573564122, 0.4204081632653061
1.7926829268292683, 0.4358600583090379
1.8115656963021243, 0.4192419825072886
1.8339889850511408, 0.44693877551020406
1.8634933123524784, 0.43206997084548104
1.8988985051140834, 0.439067055393586
1.9413847364280095, 0.4329446064139942
1.9803304484657749, 0.4880466472303207
2.0121951219512195, 0.43556851311953354
2.0405192761605035, 0.375801749271137
2.0570416994492526, 0.3860058309037901
2.074744295830055, 0.2967930029154519
2.1066089693154995, 0.3250728862973761
2.1231313926042485, 0.3096209912536443
2.145554681353265, 0.33090379008746357
2.1845003933910307, 0.29912536443148685
2.197482297403619, 0.3020408163265306
2.2234461054287964, 0.31807580174927114
2.22816679779701, 0.30145772594752185
2.283634933123525, 0.2944606413994169
2.309598741148702, 0.29912536443148685
2.3190401258851296, 0.29591836734693877
2.4169944925255704, 0.29533527696793005
2.4264358772619983, 0.28425655976676384
2.465381589299764, 0.28892128279883383
2.4807238394964597, 0.2303206997084548
2.503147128245476, 0.22011661807580174
2.53147128245476, 0.25801749271137026
2.5680566483084184, 0.2291545189504373
2.594020456333596, 0.21282798833819241
2.632966168371361, 0.21253644314868805
2.6707317073170733, 0.17900874635568512
2.7108575924468923, 0.20349854227405248
2.733280881195909, 0.20816326530612245
2.7710464201416207, 0.1793002915451895
2.831235247836349, 0.1466472303206997
2.85837922895358, 0.12857142857142856
2.8926042486231314, 0.1434402332361516
2.92918961447679, 0.1326530612244898
2.9586939417781273, 0.1294460641399417
2.9799370574350905, 0.16268221574344022
2.9988198269079467, 0.11166180758017492
